,cities,raw,address,zip
75,"Port Arthur, TX ",Waffle House in 77642 at 4505 N Twin City Hwy,4505 N Twin City Hwy,77642
76,"Port Arthur, TX ",Waffle House in 77642 at 2940 Jimmy Johnson Blvd,2940 Jimmy Johnson Blvd,77642
77,"Southlake, TX ",Waffle House in 76092 at 1000 W Northwest Pkwy,1000 W Northwest Pkwy,76092
78,"Southlake, TX ",Waffle House in 76092 at Northwest Pkwy,Northwest Pkwy,76092
79,"Terrell, TX ",Waffle House in 75160-2346 at 1902 W Moore Ave,1902 W Moore Ave,75160
80,"Terrell, TX ",Waffle House in 75160-5407 at 1736 State Highway 34 S,1736 State Highway 34 S,75160
81,"Texarkana, TX ",Waffle House in 75503 at 5117 Summerhill Rd,5117 Summerhill Rd,75503
82,"Texarkana, TX ",Waffle House in 75503 at 5329 N State Line Ave,5329 N State Line Ave,75503
83,"Vidor, TX ",Waffle House in 77662-3813 at 115 East Fwy,115 East Fwy,77662
84,"Vidor, TX ",Waffle House in 77662-4930 at 125 E. Fwy.,125 E. Fwy.,77662
85,"White Settlement, TX ",Waffle House in 76108-3301 at 8600 West Fwy,8600 West Fwy,76108
86,"White Settlement, TX ",Waffle House in 76108-4458 at 9450 White Settlement Rd,9450 White Settlement Rd,76108
87,"Winnie, TX ",Waffle House in 77665-7307 at 234 Spur 5,234 Spur 5,77665
88,"Winnie, TX ","Waffle House in 77665-7693 at 2443 Hwy. 124, Spur 5","2443 Hwy. 124, Spur 5",77665
0,"Carrollton, TX",single loc,1613 W Hebron Pkwy,75010
1,"Benbrook, TX",single loc,7699 Benbrook Pkwy,76126-2559
2,"Humble, TX",single loc,7106 Will Clayton Pkwy,77338-8170
3,"Roanoke, TX",single loc,800 Hwy 114,76262-6344
4,"Richardson, TX",single loc,120 W Spring Valley Rd,75081-4032
5,"La Marque, TX",single loc,2900 Fm 1764 Rd,77568-2454
6,"Corsicana, TX",single loc,1900 S Us Highway 287,75110-9660
7,"Rockwall, TX",single loc,2610 Ridge Rd,75087-5511
8,"Marshall, TX",single loc,5551 E End Blvd S,75672
9,"Waxahachie, TX",single loc,1020 W Us 287 Byp,75165-5168
10,"Galveston, TX",single loc,2825 1/2 61st St Ste A,77551-2002
11,"Webster, TX",single loc,959 W Nasa Rd 1,77598-4909
12,"Lewisville, TX",single loc,1181 S Stemmons Fwy,75067-5381
13,"Conroe, TX",single loc,1116 League Line Rd,77303
14,"North Richland Hills, TX",single loc,7661 Boulevard 26,76180
15,"Farmers Branch, TX",single loc,2362 Valwood Pkwy,75234-3410
16,"Duncanville, TX",single loc,1106 S Cockrell Hill Rd,75137
17,"Mansfield, TX",single loc,1909 Fm 157,76063-7625
18,"Rosenberg, TX",single loc,27935 Southwest Fwy,77471-7102
19,"Lancaster, TX",single loc,1416 S I-35e,75146
20,"Euless, TX",single loc,204 Huffman Dr,76040-4585
21,"Ennis, TX",single loc,105 Chamber of Commerce Dr,75119-4347
22,"Weatherford, TX",single loc,2521 S Main St,76087
23,"Seabrook, TX",single loc,2102 Seabrook Cir,77586-1626
24,"Katy, TX",single loc,1275 N Fry Rd,77449-3342
25,"Lumberton, TX",single loc,750 S Main St,77657
26,"Mont Belvieu, TX",single loc,8915 Texas 146,77523
27,"Denton, TX",single loc,3113 Bandera St,76207-3421
28,"League City, TX",single loc,1803 W Main St,77573-3548
29,"Alvarado, TX",single loc,1120 W Highway 67,76009-3211
30,"Stafford, TX",single loc,11208 W Airport Blvd,77477-3000
31,"Mckinney, TX",single loc,1432 N Central Expy,75070-3106
0,"Ashland, VA ",Waffle House in 23005 at 808 England St,808 England St,23005
1,"Ashland, VA ",Waffle House in 23005 at 10040 Sliding Hill Rd,10040 Sliding Hill Rd,23005
2,"Charlottesville, VA ",Waffle House in 22901 at 495 Premier Cir,495 Premier Cir,22901
3,"Charlottesville, VA ",Waffle House in 22902 at 1162 5th St Sw,1162 5th St Sw,22902
4,"Chesapeake, VA ",Waffle House in 23320 at 102 Red Cedar Ct,102 Red Cedar Ct,23320
5,"Chesapeake, VA ",Waffle House in 23321 at 3251 Western Branch Blvd,3251 Western Branch Blvd,23321
6,"Fredericksburg, VA ",Waffle House in 22401 at 2990 Plank Rd,2990 Plank Rd,22401
7,"Fredericksburg, VA ",Waffle House in 22406 at 580 Warrenton Rd,580 Warrenton Rd,22406
8,"Fredericksburg, VA ",Waffle House in 22408 at 5328 Jefferson Davis Hwy,5328 Jefferson Davis Hwy,22408
9,"Hampton, VA ",Waffle House in 23666 at 2600 W Mercury Blvd,2600 W Mercury Blvd,23666
10,"Hampton, VA ",Waffle House in 23666 at 1811 W Mercury Blvd,1811 W Mercury Blvd,23666
11,"Harrisonburg, VA ",Waffle House in 22801 at 1675 E Market St,1675 E Market St,22801
12,"Harrisonburg, VA ",Waffle House in 22801 at 3257 S Main St,3257 S Main St,22801
13,"Newport News, VA ",Waffle House in 23601 at 980 J Clyde Morris Blvd,980 J Clyde Morris Blvd,23601
14,"Newport News, VA ",Waffle House in 23602 at 12259 Hornsby Ln,12259 Hornsby Ln,23602
15,"Richmond, VA ",Waffle House in 23231 at 5102 Williamsburg Rd,5102 Williamsburg Rd,23231
16,"Richmond, VA ",Waffle House in 23235 at 7311 Hull Street Rd,7311 Hull Street Rd,23235
17,"Richmond, VA ",Waffle House in 23237 at 2101 Willis Rd,2101 Willis Rd,23237
18,"Richmond, VA ",Waffle House in 23294 at 7109 W Broad St,7109 W Broad St,23294
19,"Roanoke, VA ",Waffle House in 24014 at 3606 Franklin Rd SW,3606 Franklin Rd SW,24014
20,"Roanoke, VA ",Waffle House in 24019 at 6608 Thirlane Rd,6608 Thirlane Rd,24019
21,"Sandston, VA ",Waffle House in 23150 at Williamsburg Rd,Williamsburg Rd,23150
22,"Sandston, VA ",Waffle House in 23150 at 5414 Williamsburg Rd,5414 Williamsburg Rd,23150
23,"Virginia Beach, VA ",Waffle House in 23455 at 5825 Northampton Blvd,5825 Northampton Blvd,23455
24,"Virginia Beach, VA ",Waffle House in 23464 at 5656 Indian River Rd,5656 Indian River Rd,23464
25,"Williamsburg, VA ",Waffle House in 23185 at 409 Bypass Rd,409 Bypass Rd,23185
26,"Williamsburg, VA ",Waffle House in 23185 at 7129 Pocahontas Trl,7129 Pocahontas Trl,23185
27,"Williamsburg, VA ",Waffle House in 23185 at 802 Capitol Landing Road,802 Capitol Landing Road,23185
28,"Williamsburg, VA ",Waffle House in 23185 at 1665 Richmond Rd,1665 Richmond Rd,23185
29,"Winchester, VA ",Waffle House in 22601 at 1805 S Pleasant Valley Rd,1805 S Pleasant Valley Rd,22601
30,"Winchester, VA ",Waffle House in 22602 at 980 Millwood Pike,980 Millwood Pike,22602
0,"Waynesboro, VA",single loc,901 Lew Dewitt Blvd,22980
1,"Petersburg, VA",single loc,5631 Boydton Plank Rd,23803
2,"Wytheville, VA",single loc,1975 E Main St,24382
3,"Troutville, VA",single loc,2609 Lee Hwy,24175
4,"Ruther Glen, VA",single loc,24148 Welcome Way Dr,22546
5,"Suffolk, VA",single loc,1523 Holland Rd,23434
6,"Staunton, VA",single loc,1302 Richmond Ave,24401
7,"Lexington, VA",single loc,8 Maury River Rd,24450
8,"Stephens City, VA",single loc,124 Fairfax Pike,22655
9,"Glen Allen, VA",single loc,8404 Brook Rd,23060
10,"Lynchburg, VA",single loc,5224 Fort Ave,24502
11,"Midlothian, VA",single loc,3500 Speeks Dr,23112
12,"Colonial Heights, VA",single loc,2002 Boulevard,23834
13,"Dublin, VA",single loc,4614 Cleburne Blvd,24084
14,"Dumfries, VA",single loc,17137 Dumfries Rd,22025
15,"Hopewell, VA",single loc,5105 Plaza Dr,23860
16,"Chester, VA",single loc,2423 W Hundred Rd,23831
17,"Christiansburg, VA",single loc,2440 Roanoke St,24073
0,"Monroe, WI ",Waffle House in 53566 at 1014 17th Ave,1014 17th Ave,53566
1,"Monroe, WI ",Waffle House in 53566 at 804 4th Ave W,804 4th Ave W,53566
0,"Martinsburg, WV ",Waffle House in 25401 at 1000a Foxcroft Ave,1000a Foxcroft Ave,25401
1,"Martinsburg, WV ",Waffle House in 25404 at 1807 Edwin Miller Blvd,1807 Edwin Miller Blvd,25404
0,"Huntington, WV",single loc,4168 Us Route 60,25705
1,"Inwood, WV",single loc,4851 Gerrardstown Rd,25428
